	S1	S2	Distance
0	P11E0	P11E90	0.0009652061736071797
1	P11E0	P13E90	0.008424177582434529
2	P11E0	P14E0	0.008474023857636398
3	P11E0	P15E0	0.005866281672895403
4	P11E0	P15E90	0.004806852752221906
5	P11E0	P17E0	0.0100729525960746
6	P11E0	P17E90	0.009154051973756551
7	P11E0	P18E0	0.004210013883129293
8	P11E0	P18E7	0.00907955165314705
9	P11E0	P18E90	0.00419876592792727
10	P11E0	P1E90	0.009849982179308558
11	P11E0	P22E0	0.008596283522932001
12	P11E0	P22E90	0.0072112051033143805
13	P11E0	P23C0	0.010636592518552744
14	P11E0	P23C7	0.010745554610777324
15	P11E0	P25C0	0.007761599909353578
16	P11E0	P25C7	0.007197440909898703
17	P11E0	P25C90	0.007668928855434155
18	P11E0	P2E0	0.010822354133487765
19	P11E0	P2E7	0.010668805960515275
20	P11E0	P2E90	0.01123461086701179
21	P11E0	P38C0	0.0076467320866506205
22	P11E0	P38C7	0.0082494157836945
23	P11E0	P38C90	0.005931112691141132
24	P11E0	P3E0	0.010257680872150645
25	P11E0	P3E90	0.009726058931860036
26	P11E0	P4E0	0.011218747116892702
27	P11E0	P5E0	0.009255092947954438
28	P11E0	P7C0	0.010089332632685234
29	P11E0	P9E0	0.010210888745427157
30	P11E0	P9E90	0.0102909960501921
31	P11E90	P13E90	0.011456628477905073
32	P11E90	P14E0	0.010910424498028789
33	P11E90	P15E0	0.008275702898968835
34	P11E90	P15E90	0.007161172009194181
35	P11E90	P17E0	0.012702351412028832
36	P11E90	P17E90	0.012042409853348304
37	P11E90	P18E0	0.0064965197215777265
38	P11E90	P18E7	0.011493868822880818
39	P11E90	P18E90	0.006520956630197303
40	P11E90	P1E90	0.011614645858343337
41	P11E90	P22E0	0.011142462628324428
42	P11E90	P22E90	0.009695666164242044
43	P11E90	P23C0	0.013524804177545691
44	P11E90	P23C7	0.013558738761990794
45	P11E90	P25C0	0.010435041336365376
46	P11E90	P25C7	0.009861807907558003
47	P11E90	P25C90	0.01038262886054601
48	P11E90	P2E0	0.013453216251418008
49	P11E90	P2E7	0.013319375648947217
50	P11E90	P2E90	0.013944631009910722
51	P11E90	P38C0	0.010842970551477708
52	P11E90	P38C7	0.011651626733049822
53	P11E90	P38C90	0.00891653791788567
54	P11E90	P3E0	0.013362913149730489
55	P11E90	P3E90	0.01334799780032995
56	P11E90	P4E0	0.014173952276770893
57	P11E90	P5E0	0.013161326074909541
58	P11E90	P7C0	0.012575203868311444
59	P11E90	P9E0	0.013221948434401106
60	P11E90	P9E90	0.0131646919628722
61	P13E90	P14E0	0.012144068089817666
62	P13E90	P15E0	0.00755422194146136
63	P13E90	P15E90	0.0066643128254920995
64	P13E90	P17E0	0.008964174214089208
65	P13E90	P17E90	0.009832902609126632
66	P13E90	P18E0	0.00436816666235881
67	P13E90	P18E7	0.007336745002567033
68	P13E90	P18E90	0.004459891464360067
69	P13E90	P1E90	0.011178403453385735
70	P13E90	P22E0	0.011234285006502757
71	P13E90	P22E90	0.010329037517561965
72	P13E90	P23C0	0.01284585856257591
73	P13E90	P23C7	0.012968616651563009
74	P13E90	P25C0	0.010416896073292664
75	P13E90	P25C7	0.009731637106509426
76	P13E90	P25C90	0.01026893808370806
77	P13E90	P2E0	0.013165912816595573
78	P13E90	P2E7	0.012872877066205862
79	P13E90	P2E90	0.013515622561413365
80	P13E90	P38C0	0.010723113233845638
81	P13E90	P38C7	0.011294299753415287
82	P13E90	P38C90	0.008363880427487222
83	P13E90	P3E0	0.011102662990207304
84	P13E90	P3E90	0.010724792725327628
85	P13E90	P4E0	0.012608789781337951
86	P13E90	P5E0	0.012912639373850851
87	P13E90	P7C0	0.011417713718374474
88	P13E90	P9E0	0.01262325783521475
89	P13E90	P9E90	0.01269890499944
90	P14E0	P15E0	0.008386519902568371
91	P14E0	P15E90	0.008196974852299792
92	P14E0	P17E0	0.015004798045886766
93	P14E0	P17E90	0.013210080884419599
94	P14E0	P18E0	0.006958834627161105
95	P14E0	P18E7	0.01236307731727628
96	P14E0	P18E90	0.006994921079042608
97	P14E0	P1E90	0.0127507969248078
98	P14E0	P22E0	0.011840338527891932
99	P14E0	P22E90	0.010954718330461919
100	P14E0	P23C0	0.013543509731381695
101	P14E0	P23C7	0.0135454454687656
102	P14E0	P25C0	0.011365788975184693
103	P14E0	P25C7	0.011098354381936472
104	P14E0	P25C90	0.011694827713421382
105	P14E0	P2E0	0.014519502891595915
106	P14E0	P2E7	0.014493660979809047
107	P14E0	P2E90	0.014206563432305724
108	P14E0	P38C0	0.012094243824519369
109	P14E0	P38C7	0.0136906116874248
110	P14E0	P38C90	0.010491662051566058
111	P14E0	P3E0	0.01463907117617365
112	P14E0	P3E90	0.013746454287584552
113	P14E0	P4E0	0.01539464291256712
114	P14E0	P5E0	0.015274276797503301
115	P14E0	P7C0	0.009973045822102426
116	P14E0	P9E0	0.007201374207188161
117	P14E0	P9E90	0.0074649328758051
118	P15E0	P15E90	0.0003316722754336008
119	P15E0	P17E0	0.007955036748811067
120	P15E0	P17E90	0.007768902505744611
121	P15E0	P18E0	0.0036955937777271284
122	P15E0	P18E7	0.008684078108007207
123	P15E0	P18E90	0.0037809216513609665
124	P15E0	P1E90	0.009334252398184847
125	P15E0	P22E0	0.008375563063063063
126	P15E0	P22E90	0.0070724782899131595
127	P15E0	P23C0	0.010793211300825514
128	P15E0	P23C7	0.0108526607613767
129	P15E0	P25C0	0.007897825190573358
130	P15E0	P25C7	0.007109825050372356
131	P15E0	P25C90	0.007473640686375853
132	P15E0	P2E0	0.01048754707009315
133	P15E0	P2E7	0.010141204519887842
134	P15E0	P2E90	0.010819304601957683
135	P15E0	P38C0	0.006501150879412437
136	P15E0	P38C7	0.007372602622698732
137	P15E0	P38C90	0.005126288680732141
138	P15E0	P3E0	0.010114355209855371
139	P15E0	P3E90	0.009858054105841717
140	P15E0	P4E0	0.010593468336649889
141	P15E0	P5E0	0.008649437265527303
142	P15E0	P7C0	0.008340937835198438
143	P15E0	P9E0	0.009083394020508985
144	P15E0	P9E90	0.0092730638792863
145	P15E90	P17E0	0.0071329559893727615
146	P15E90	P17E90	0.006766459984118671
147	P15E90	P18E0	0.0028838039996395247
148	P15E90	P18E7	0.007733521209837301
149	P15E90	P18E90	0.0029386790096734986
150	P15E90	P1E90	0.008273754612546126
151	P15E90	P22E0	0.007222556054340014
152	P15E90	P22E90	0.006093563515944124
153	P15E90	P23C0	0.009708987675074833
154	P15E90	P23C7	0.00965188526683122
155	P15E90	P25C0	0.006952848013926926
156	P15E90	P25C7	0.006067321353575609
157	P15E90	P25C90	0.006584627547252244
158	P15E90	P2E0	0.009377649934323197
159	P15E90	P2E7	0.009102511008375662
160	P15E90	P2E90	0.009812020228477021
161	P15E90	P38C0	0.004763669083787646
162	P15E90	P38C7	0.005268314483137956
163	P15E90	P38C90	0.003514076737629224
164	P15E90	P3E0	0.008977815368892177
165	P15E90	P3E90	0.009074364288964158
166	P15E90	P4E0	0.009567083175564811
167	P15E90	P5E0	0.0062223585240662425
168	P15E90	P7C0	0.007263456635720814
169	P15E90	P9E0	0.008186241959940933
170	P15E90	P9E90	0.008272233173057
171	P17E0	P17E90	0.001176571871323213
172	P17E0	P18E0	0.0071495446420972
173	P17E0	P18E7	0.013957698170731708
174	P17E0	P18E90	0.007272411195456916
175	P17E0	P1E90	0.011179679813970127
176	P17E0	P22E0	0.012097068927709963
177	P17E0	P22E90	0.010723781388478583
178	P17E0	P23C0	0.01378845984952721
179	P17E0	P23C7	0.013816826716353734
180	P17E0	P25C0	0.011023351648351649
181	P17E0	P25C7	0.010629624037445266
182	P17E0	P25C90	0.011040279212222658
183	P17E0	P2E0	0.013504234378576334
184	P17E0	P2E7	0.013220979224175505
185	P17E0	P2E90	0.014014682047859663
186	P17E0	P38C0	0.010482790751849047
187	P17E0	P38C7	0.011547830270952996
188	P17E0	P38C90	0.008469693477759853
189	P17E0	P3E0	0.012894634273093413
190	P17E0	P3E90	0.013489922234565943
191	P17E0	P4E0	0.014157885441808443
192	P17E0	P5E0	0.012273540594945202
193	P17E0	P7C0	0.012401240124012402
194	P17E0	P9E0	0.01303292041926659
195	P17E0	P9E90	0.012638682374471
196	P17E90	P18E0	0.006621310688450779
197	P17E90	P18E7	0.011707830433781695
198	P17E90	P18E90	0.006665264043761835
199	P17E90	P1E90	0.01255589445941544
200	P17E90	P22E0	0.012156333582323318
201	P17E90	P22E90	0.010644072396654962
202	P17E90	P23C0	0.0141404525983298
203	P17E90	P23C7	0.01426204030464611
204	P17E90	P25C0	0.011064977313586166
205	P17E90	P25C7	0.010587660398530397
206	P17E90	P25C90	0.011127137852874511
207	P17E90	P2E0	0.013777893315667217
208	P17E90	P2E7	0.013512937828557796
209	P17E90	P2E90	0.014078873690104791
210	P17E90	P38C0	0.01096425086489843
211	P17E90	P38C7	0.011289678751800621
212	P17E90	P38C90	0.008517212038100273
213	P17E90	P3E0	0.01296558012309095
214	P17E90	P3E90	0.012383092115575527
215	P17E90	P4E0	0.01380774456521739
216	P17E90	P5E0	0.01282875725484131
217	P17E90	P7C0	0.011427384167878661
218	P17E90	P9E0	0.013022849542413594
219	P17E90	P9E90	0.0130470575517433
220	P18E0	P18E7	0.00015930162169050882
221	P18E0	P18E90	2.4031721872872192e-05
222	P18E0	P1E90	0.007883984577314842
223	P18E0	P22E0	0.006946302868113328
224	P18E0	P22E90	0.005614150285221817
225	P18E0	P23C0	0.007589083781474594
226	P18E0	P23C7	0.007591076341697882
227	P18E0	P25C0	0.0056731127582922685
228	P18E0	P25C7	0.005187183987844175
229	P18E0	P25C90	0.005501464017588474
230	P18E0	P2E0	0.00751317852124402
231	P18E0	P2E7	0.007254100053703474
232	P18E0	P2E90	0.0077418343247454505
233	P18E0	P38C0	0.006578718368199381
234	P18E0	P38C7	0.007179263264843441
235	P18E0	P38C90	0.004572269028472766
236	P18E0	P3E0	0.006874576390539316
237	P18E0	P3E90	0.006812368627649606
238	P18E0	P4E0	0.008478060653904348
239	P18E0	P5E0	0.008841879431785018
240	P18E0	P7C0	0.007499210609409536
241	P18E0	P9E0	0.007788328176677691
242	P18E0	P9E90	0.008010798910467
243	P18E7	P18E90	0.00038365011109867803
244	P18E7	P1E90	0.012514625833036577
245	P18E7	P22E0	0.012870782658780265
246	P18E7	P22E90	0.011147739397703567
247	P18E7	P23C0	0.012409225775781518
248	P18E7	P23C7	0.01247777546411238
249	P18E7	P25C0	0.010835292094249842
250	P18E7	P25C7	0.009500025310902249
251	P18E7	P25C90	0.01007977475363679
252	P18E7	P2E0	0.012892713639383682
253	P18E7	P2E7	0.012573169753828883
254	P18E7	P2E90	0.013246628131021194
255	P18E7	P38C0	0.01082136988000372
256	P18E7	P38C7	0.012202122250832335
257	P18E7	P38C90	0.008871214438666258
258	P18E7	P3E0	0.011017465475223396
259	P18E7	P3E90	0.011111575253769998
260	P18E7	P4E0	0.013456002002753787
261	P18E7	P5E0	0.013809694905722276
262	P18E7	P7C0	0.01309123873513571
263	P18E7	P9E0	0.013523848607509933
264	P18E7	P9E90	0.0134595095751142
265	P18E90	P1E90	0.00805550655612395
266	P18E90	P22E0	0.007029688838138738
267	P18E90	P22E90	0.005691253661345372
268	P18E90	P23C0	0.007784177536845672
269	P18E90	P23C7	0.007800847954686374
270	P18E90	P25C0	0.005842401226904258
271	P18E90	P25C7	0.005364835457654217
272	P18E90	P25C90	0.0056986458056741355
273	P18E90	P2E0	0.007606874116912562
274	P18E90	P2E7	0.007360497272188014
275	P18E90	P2E90	0.007887234401851613
276	P18E90	P38C0	0.006472264237222554
277	P18E90	P38C7	0.007265270992076551
278	P18E90	P38C90	0.0046724069755243345
279	P18E90	P3E0	0.006981563336564715
280	P18E90	P3E90	0.0069217311934281585
281	P18E90	P4E0	0.00866257143327679
282	P18E90	P5E0	0.008885343968095713
283	P18E90	P7C0	0.007527430466955856
284	P18E90	P9E0	0.00793276319669714
285	P18E90	P9E90	0.0081114470561461
286	P1E90	P22E0	0.012799462646466154
287	P1E90	P22E90	0.011081333373483092
288	P1E90	P23C0	0.014397045475884948
289	P1E90	P23C7	0.014487117160913953
290	P1E90	P25C0	0.012270170272209007
291	P1E90	P25C7	0.009786108189091836
292	P1E90	P25C90	0.011534276387377584
293	P1E90	P2E0	0.01437231997634186
294	P1E90	P2E7	0.014551036070606293
295	P1E90	P2E90	0.015557537912578055
296	P1E90	P38C0	0.010436646733611644
297	P1E90	P38C7	0.011928553584811392
298	P1E90	P38C90	0.009543604906466817
299	P1E90	P3E0	0.01374687959511678
300	P1E90	P3E90	0.013801756587202008
301	P1E90	P4E0	0.01484643221675791
302	P1E90	P5E0	0.013582632416458285
303	P1E90	P7C0	0.013043266656932886
304	P1E90	P9E0	0.012646232272400497
305	P1E90	P9E90	0.0132793091210221
306	P22E0	P22E90	0.0004674480840471655
307	P22E0	P23C0	0.013109391401996923
308	P22E0	P23C7	0.013335134272277411
309	P22E0	P25C0	0.011603658354931927
310	P22E0	P25C7	0.010975
311	P22E0	P25C90	0.011268260099323324
312	P22E0	P2E0	0.014215456674473067
313	P22E0	P2E7	0.014254557723126605
314	P22E0	P2E90	0.014824056559477335
315	P22E0	P38C0	0.011391300353681503
316	P22E0	P38C7	0.012266940351391638
317	P22E0	P38C90	0.009302541919579525
318	P22E0	P3E0	0.01394218788935958
319	P22E0	P3E90	0.013695192342164701
320	P22E0	P4E0	0.014289475573852893
