	S1	S2	Distance
0	P10E0	P10E90	0.000185628631360101
1	P10E0	P13E90	0.0120114029453853
2	P10E0	P17E0	0.010968739644316801
3	P10E0	P17E90	0.011463111576154485
4	P10E0	P18E0	0.010420910029652225
5	P10E0	P18E90	0.010610727163461538
6	P10E0	P19E0	0.005427408412483039
7	P10E0	P19E90	0.0069626528588740775
8	P10E0	P22E0	0.00933903488180284
9	P10E0	P22E90	0.009754409591680228
10	P10E0	P23C0	0.009924786518124753
11	P10E0	P23C7	0.01011353255904998
12	P10E0	P2E0	0.011617540536022734
13	P10E0	P2E7	0.011318743700545662
14	P10E0	P2E90	0.010000628970375494
15	P10E0	P38C0	0.012394614965958452
16	P10E0	P38C7	0.012893955359708784
17	P10E0	P3E7	0.014103523679537416
18	P10E0	P3E90	0.013952665063151428
19	P10E0	P6C0	0.010756638403550279
20	P10E0	P6C7	0.010643914396153484
21	P10E0	P6C90	0.010987772581281344
22	P10E0	P7C0	0.010326829596111198
23	P10E0	P7C7	0.010148774957137327
24	P10E0	P7C90	0.010083926754832146
25	P10E0	P9E0	0.0111407324259856
26	P10E90	P13E90	0.012451415742782827
27	P10E90	P17E0	0.011030951383865686
28	P10E90	P17E90	0.011556134971793695
29	P10E90	P18E0	0.010649348524877107
30	P10E90	P18E90	0.010821718293585894
31	P10E90	P19E0	0.005357277597525089
32	P10E90	P19E90	0.006888656222785405
33	P10E90	P22E0	0.009778854348898757
34	P10E90	P22E90	0.010149654798423323
35	P10E90	P23C0	0.010253978118305068
36	P10E90	P23C7	0.01041725231918397
37	P10E90	P2E0	0.011808029460032822
38	P10E90	P2E7	0.011575490556031494
39	P10E90	P2E90	0.010466710047210954
40	P10E90	P38C0	0.012582634544567194
41	P10E90	P38C7	0.01301828205170782
42	P10E90	P3E7	0.013968989624152162
43	P10E90	P3E90	0.014305559388770825
44	P10E90	P6C0	0.010764207733904704
45	P10E90	P6C7	0.010789702288650923
46	P10E90	P6C90	0.011090136857008022
47	P10E90	P7C0	0.010420694848676042
48	P10E90	P7C7	0.009910569530882277
49	P10E90	P7C90	0.010496278190083284
50	P10E90	P9E0	0.0112347727548666
51	P13E90	P17E0	0.011866603014389961
52	P13E90	P17E90	0.012307813298729896
53	P13E90	P18E0	0.011135032293596355
54	P13E90	P18E90	0.011367356048207112
55	P13E90	P19E0	0.01143546971027217
56	P13E90	P19E90	0.011365535684439244
57	P13E90	P22E0	0.010972166196046794
58	P13E90	P22E90	0.011462002268521282
59	P13E90	P23C0	0.011286141575274177
60	P13E90	P23C7	0.011484211662854956
61	P13E90	P2E0	0.01264306888901977
62	P13E90	P2E7	0.012473838426119715
63	P13E90	P2E90	0.011824734753381388
64	P13E90	P38C0	0.012247002707232177
65	P13E90	P38C7	0.012663897711540027
66	P13E90	P3E7	0.009357016982985824
67	P13E90	P3E90	0.00897811515070804
68	P13E90	P6C0	0.01139710779887805
69	P13E90	P6C7	0.01166163441073108
70	P13E90	P6C90	0.011741063031490997
71	P13E90	P7C0	0.01132991637442676
72	P13E90	P7C7	0.012570043919430562
73	P13E90	P7C90	0.010683903364094072
74	P13E90	P9E0	0.0111475993590377
75	P17E0	P17E90	0.00019727386309193902
76	P17E0	P18E0	0.008296192114341103
77	P17E0	P18E90	0.008249076275312921
78	P17E0	P19E0	0.009348024118336008
79	P17E0	P19E90	0.010139475664100932
80	P17E0	P22E0	0.00746590822519617
81	P17E0	P22E90	0.008314109505202203
82	P17E0	P23C0	0.007914383365474576
83	P17E0	P23C7	0.008047437526471834
84	P17E0	P2E0	0.009776470477321794
85	P17E0	P2E7	0.009632680109817287
86	P17E0	P2E90	0.008685728777024029
87	P17E0	P38C0	0.010044968147562143
88	P17E0	P38C7	0.01011725030390965
89	P17E0	P3E7	0.012976455249635708
90	P17E0	P3E90	0.012535073479611691
91	P17E0	P6C0	0.007265757970164623
92	P17E0	P6C7	0.007138388032535123
93	P17E0	P6C90	0.00716818325950553
94	P17E0	P7C0	0.006971077922663899
95	P17E0	P7C7	0.00622849179488638
96	P17E0	P7C90	0.006700733949550362
97	P17E0	P9E0	0.006959172852598
98	P17E90	P18E0	0.00821062025881303
99	P17E90	P18E90	0.008112755188530744
100	P17E90	P19E0	0.010102742990030689
101	P17E90	P19E90	0.01109111825609864
102	P17E90	P22E0	0.007371826945528536
103	P17E90	P22E90	0.008282890076630819
104	P17E90	P23C0	0.007910237063720002
105	P17E90	P23C7	0.008001593943016538
106	P17E90	P2E0	0.010047644509708466
107	P17E90	P2E7	0.010074611568892715
108	P17E90	P2E90	0.009029157232354944
109	P17E90	P38C0	0.01040016286212482
110	P17E90	P38C7	0.010485568873195072
111	P17E90	P3E7	0.013125598855447779
112	P17E90	P3E90	0.012587013369673309
113	P17E90	P6C0	0.007364944383280817
114	P17E90	P6C7	0.0072596748506431035
115	P17E90	P6C90	0.007379953834650021
116	P17E90	P7C0	0.007210464313279441
117	P17E90	P7C7	0.006402048655569782
118	P17E90	P7C90	0.006783169810489688
119	P17E90	P9E0	0.0074167129707921
120	P18E0	P18E90	3.265759329866186e-05
121	P18E0	P19E0	0.009489799944757921
122	P18E0	P19E90	0.010415731345963904
123	P18E0	P22E0	0.007255669546436285
124	P18E0	P22E90	0.007350061998303205
125	P18E0	P23C0	0.007046548427507088
126	P18E0	P23C7	0.007120637698065519
127	P18E0	P2E0	0.010995971933471934
128	P18E0	P2E7	0.01103656316638061
129	P18E0	P2E90	0.010361374156015117
130	P18E0	P38C0	0.010609605801346742
131	P18E0	P38C7	0.011133493258887153
132	P18E0	P3E7	0.013045726331419783
133	P18E0	P3E90	0.012574157680683557
134	P18E0	P6C0	0.008984944147644487
135	P18E0	P6C7	0.008377810653305761
136	P18E0	P6C90	0.00843944573816248
137	P18E0	P7C0	0.007481602616516762
138	P18E0	P7C7	0.0063728235074527375
139	P18E0	P7C90	0.006884299355984899
140	P18E0	P9E0	0.0065864927745191
141	P18E90	P19E0	0.009888487391692893
142	P18E90	P19E90	0.010670398824767236
143	P18E90	P22E0	0.00726310455492371
144	P18E90	P22E90	0.007396292883412569
145	P18E90	P23C0	0.007185843887541543
146	P18E90	P23C7	0.007248711340206186
147	P18E90	P2E0	0.011215813570407693
148	P18E90	P2E7	0.011268704201646175
149	P18E90	P2E90	0.010522191750153915
150	P18E90	P38C0	0.01041266666071317
151	P18E90	P38C7	0.010947593618639322
152	P18E90	P3E7	0.013256332852080326
153	P18E90	P3E90	0.01259817665298847
154	P18E90	P6C0	0.009038105572221868
155	P18E90	P6C7	0.008354232485424877
156	P18E90	P6C90	0.008411990372214144
157	P18E90	P7C0	0.007447307747240416
158	P18E90	P7C7	0.006629541235746487
159	P18E90	P7C90	0.007007607307457382
160	P18E90	P9E0	0.0067371770416487
161	P19E0	P19E90	8.802042073761112e-05
162	P19E0	P22E0	0.0075697108576430906
163	P19E0	P22E90	0.00816124172911542
164	P19E0	P23C0	0.008383719357892094
165	P19E0	P23C7	0.008822299121572803
166	P19E0	P2E0	0.010765460030165912
167	P19E0	P2E7	0.009994022713687985
168	P19E0	P2E90	0.009165547096581579
169	P19E0	P38C0	0.011048593350383632
170	P19E0	P38C7	0.011383690487733928
