	S1	S2	Distance
0	P10E0	P10E90	0.002408286375645912
1	P10E0	P11E90	0.005283217242738862
2	P10E0	P18E0	0.007446437378950281
3	P10E0	P18E90	0.006665031666113652
4	P10E0	P20E0	0.006697229970449336
5	P10E0	P21E0	0.007241785100027156
6	P10E0	P21E90	0.006504647058097483
7	P10E0	P23C0	0.008113258916417098
8	P10E0	P23C7	0.00831696256448859
9	P10E0	P23C90	0.006489534296124897
10	P10E0	P2E0	0.006581112207963146
11	P10E0	P38C0	0.006803718584122702
12	P10E0	P38C90	0.006940726930389677
13	P10E0	P4E90	0.00737075671401974
14	P10E0	P5E0	0.007305346847878119
15	P10E0	P6C0	0.0053690145586131445
16	P10E0	P6C7	0.006286358854767367
17	P10E0	P6C90	0.005394651727631114
18	P10E0	P9E0	0.006516196052507319
19	P10E0	P9E90	0.0067504457841555
20	P10E90	P11E90	0.004929432821806872
21	P10E90	P18E0	0.006537242472266244
22	P10E90	P18E90	0.005609351649026552
23	P10E90	P20E0	0.00629288374828465
24	P10E90	P21E0	0.006053780092918485
25	P10E90	P21E90	0.006895512895613316
26	P10E90	P23C0	0.006538740177957758
27	P10E90	P23C7	0.006672891662301578
28	P10E90	P23C90	0.0054642844303842975
29	P10E90	P2E0	0.005164239756180156
30	P10E90	P38C0	0.005374738727978501
31	P10E90	P38C90	0.006259574243304633
32	P10E90	P4E90	0.006291761354000611
33	P10E90	P5E0	0.0064319931105011035
34	P10E90	P6C0	0.004052623004235908
35	P10E90	P6C7	0.005180638432472173
36	P10E90	P6C90	0.00391599610052709
37	P10E90	P9E0	0.00581581719100609
38	P10E90	P9E90	0.0057712250326885
39	P11E90	P18E0	0.0066029830735713085
40	P11E90	P18E90	0.006142360562490125
41	P11E90	P20E0	0.006820365033621518
42	P11E90	P21E0	0.006587411867634192
43	P11E90	P21E90	0.006962180316971626
44	P11E90	P23C0	0.007124220499250569
45	P11E90	P23C7	0.007115438629341822
46	P11E90	P23C90	0.006754743220423165
47	P11E90	P2E0	0.005389808362369338
48	P11E90	P38C0	0.005005157987238757
49	P11E90	P38C90	0.006344333589153236
50	P11E90	P4E90	0.007382561647760791
51	P11E90	P5E0	0.007416407218973853
52	P11E90	P6C0	0.0029408512990602544
53	P11E90	P6C7	0.005195951911974462
54	P11E90	P6C90	0.002065671839108952
55	P11E90	P9E0	0.0077239261032566965
56	P11E90	P9E90	0.0068704307231568
57	P18E0	P18E90	0.00036773025571396246
58	P18E0	P20E0	0.008849895462399877
59	P18E0	P21E0	0.0084751245390438
60	P18E0	P21E90	0.008757201646090534
61	P18E0	P23C0	0.008748233357783065
62	P18E0	P23C7	0.009073166198099399
63	P18E0	P23C90	0.007486473674747045
64	P18E0	P2E0	0.0081023396185375
65	P18E0	P38C0	0.007047527604416706
66	P18E0	P38C90	0.00916550279329609
67	P18E0	P4E90	0.009119116400418096
68	P18E0	P5E0	0.00924423598707443
69	P18E0	P6C0	0.005482946184283674
70	P18E0	P6C7	0.00640835067551944
71	P18E0	P6C90	0.005488447702819066
72	P18E0	P9E0	0.008013514684224204
73	P18E0	P9E90	0.0086038015566262
74	P18E90	P20E0	0.00830183585313175
75	P18E90	P21E0	0.0077781297293492415
76	P18E90	P21E90	0.007914092380111797
77	P18E90	P23C0	0.007602451577081598
78	P18E90	P23C7	0.008131593632909037
79	P18E90	P23C90	0.006619358284689634
80	P18E90	P2E0	0.00724531734814887
81	P18E90	P38C0	0.006413086414015847
82	P18E90	P38C90	0.008230994152046783
83	P18E90	P4E90	0.00828802351212344
84	P18E90	P5E0	0.008154862596150777
85	P18E90	P6C0	0.004864463423691051
86	P18E90	P6C7	0.005667848291252358
87	P18E90	P6C90	0.004770600101339401
88	P18E90	P9E0	0.007385160750332332
89	P18E90	P9E90	0.0082296829701674
90	P20E0	P21E0	0.007313304721030043
91	P20E0	P21E90	0.007620214629663313
92	P20E0	P23C0	0.009261027305709376
93	P20E0	P23C7	0.009097378224895003
94	P20E0	P23C90	0.008151032718665293
95	P20E0	P2E0	0.008081343357731925
96	P20E0	P38C0	0.007194566091697202
97	P20E0	P38C90	0.00976517446599105
98	P20E0	P4E90	0.00921003589854248
99	P20E0	P5E0	0.007960722969938204
100	P20E0	P6C0	0.006230025989529577
101	P20E0	P6C7	0.007339216433590353
102	P20E0	P6C90	0.005771129166983066
103	P20E0	P9E0	0.007710120519972633
104	P20E0	P9E90	0.0079580505860579
105	P21E0	P21E90	6.577432827967245e-05
106	P21E0	P23C0	0.008085687283419091
107	P21E0	P23C7	0.008084474509156905
108	P21E0	P23C90	0.007993268826251577
109	P21E0	P2E0	0.00762004861065493
110	P21E0	P38C0	0.0066907182682846835
111	P21E0	P38C90	0.009476232167688108
112	P21E0	P4E90	0.007810221343617332
113	P21E0	P5E0	0.008374894137574104
114	P21E0	P6C0	0.004587531744081265
115	P21E0	P6C7	0.005787967458760731
116	P21E0	P6C90	0.005123852634226078
117	P21E0	P9E0	0.006333623624416119
118	P21E0	P9E90	0.0078020508247882
119	P21E90	P23C0	0.008564915227644002
120	P21E90	P23C7	0.008589852207474349
121	P21E90	P23C90	0.007549479698020812
122	P21E90	P2E0	0.008330177962892843
123	P21E90	P38C0	0.007370092322167121
124	P21E90	P38C90	0.009205269758361669
125	P21E90	P4E90	0.009053337624282254
126	P21E90	P5E0	0.008394687951558523
127	P21E90	P6C0	0.006337414995977119
128	P21E90	P6C7	0.007342044424873187
129	P21E90	P6C90	0.006080880656537359
