uniref	P10E0	P10E7	P10E90	P11E0	P11E7	P11E90	P12E0	P12E7	P12E90	P13E0	P13E7	P13E90	P14E0	P14E7	P14E90	P15E0	P15E7	P15E90	P17E0	P17E7	P17E90	P18E0	P18E7	P18E90	P19E0	P19E7	P19E90	P1E0	P1E7	P1E90	P20E0	P20E7	P20E90	P21E0	P21E7	P21E90	P22E0	P22E7	P22E90	P23C0	P23C7	P23C90	P25C0	P25C7	P25C90	P2E0	P2E7	P2E90	P38C0	P38C7	P38C90	P3E0	P3E7	P3E90	P4E0	P4E7	P4E90	P5E0	P5E7	P5E90	P6C0	P6C7	P6C90	P7C0	P7C7	P7C90	P8C0	P8C7	P8C90	P9E0	P9E7	P9E90
UNGROUPED|g__Catenibacterium.s__Catenibacterium_mitsuokai	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005942917584859983	0.009554369598069982	0.009721064115339928	0.0	0.0	0.0	0.01293939297653998	0.03077033486219995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Christensenella.s__Christensenella_minuta	0.0	0.0	0.0	0.0	0.0	6.331755250999997e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007065588311999992	0.00019422610760000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001145541025100001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Citrobacter.s__Citrobacter_sp_MGH106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.295310713000007e-05	0.0	0.0	0.0
UNGROUPED|g__Cloacibacillus.s__Cloacibacillus_porcorum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001657274292000001	2.571806589999998e-05	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Clostridiales_unclassified.s__Bacteroides_pectinophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03494811448930001	0.011857419177179992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Clostridiales_unclassified.s__Clostridiales_bacterium_1_7_47FAA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006076138938000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00047010136126000043	0.0004939895862800019	0.0	0.0003528943127400013	0.0010109505735000004	0.0	0.0005144895286899995	0.0006759547184499993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Clostridium.s__Clostridium_sp_CAG_167	0.0	0.0	0.0008641471326000015	0.0	0.0	0.0	0.0	0.0	0.001832239581499997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.771049693000004e-05	0.0	0.0	0.0	0.00025431615509999994	2.3045529810000004e-05	2.497869717e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7703784500000024e-05	0.0	0.00021593461369999982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002208565846	0.0001911845414999999	8.686997599999984e-05	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Clostridium.s__Clostridium_sp_CAG_242	0.0008142573579999994	5.452983810000001e-05	0.00023663873310000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003952790597000003	0.0	9.070773749999998e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024196066750000006	0.0015001301081000006	0.00016428641749999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9938187800000006e-05	0.0	0.0	0.0	0.0	5.9255409999999976e-05	0.0	0.0
UNGROUPED|g__Clostridium.s__Clostridium_sp_CAG_299	0.0	0.0	0.0	0.00025139214250000005	0.0	0.00011720822425999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00045803513830000136	3.240010875e-05	5.441929442999994e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010214873440000001	5.483082529999999e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013250352820000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Clostridium.s__Clostridium_sp_CAG_411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5541557999999984e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Clostridium.s__Clostridium_sp_CAG_413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00926810160190001	0.014856671913499995	0.010073416723999997	0.009375719475899994	0.007751764114100003	0.0037847888531000067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Clostridium.s__Clostridium_sp_CAG_510	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14320285401300015	0.14297220474399977	0.04683593834754997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Clostridium.s__Clostridium_sp_CAG_58	0.0	0.0	0.0	0.0007196996098000004	0.004194062011899992	9.585303379999993e-05	0.0002730194451299998	5.8109842729999996e-05	0.00024631287940000024	0.0	0.0	0.0	2.6946385860000014e-05	0.0	3.5367558200000005e-05	2.946400110000001e-05	0.00011875544690000012	0.0005236823856000002	0.0	0.0	0.0	6.840543634999995e-05	0.0	0.0002643125442900002	0.0004533164878999992	0.0004608598724000012	0.0003686782452999996	3.629072660000002e-05	2.7496913699999998e-05	3.5395079600000015e-05	0.0	0.0	0.0	0.000974439712600001	0.0003672987711099993	5.2430733579999905e-05	0.0001371602938899999	0.0	0.0	0.00018565817240000018	0.00025309888739999994	0.0001342535333999998	0.00013119111330000006	0.0	6.123183238999998e-05	0.0	0.0	0.0	0.0017315438559999982	0.002047221904899999	0.00046209355049999933	0.0	0.0	0.0	0.0	0.0	0.0	0.0001267993519000001	0.0002606475497	0.0	0.00020328145150000026	0.00017706002250000012	0.00016887095189999985	0.00026479789350000043	0.00013531520292999985	0.0002943373365000007	0.0007376055729900008	0.00040557632246999986	0.00010310043946999994	0.0001692192441999999	0.0003420492920000003	0.0008088917191900007
UNGROUPED|g__Clostridium.s__Clostridium_sp_CAG_964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.618269560000001e-05	0.001157044716499999	9.718952150000006e-05	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Comamonas.s__Comamonas_kerstersii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.683095100000003e-06	0.0	0.0	0.0	0.0	0.0	0.00043743669710000037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Coprobacillus.s__Coprobacillus_cateniformis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000356003964790001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019521052964000015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Coprobacter.s__Coprobacter_fastidiosus	0.006284869351699989	0.007736342517000005	0.006162862502300005	0.00010992631	0.0025495785701000005	0.0	0.0	0.0	0.0	8.181283770000003e-05	0.0003542585483000005	0.00022660021452000013	0.0	0.0	0.0	0.0	0.0	0.00017375653828000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031877478063999977	0.00019725666509999955	9.20248634e-05	0.0002394982270999993	0.0011718376780000019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001008416362300002	0.0005241813328999992	0.0008964854567999985	0.0	0.0	0.0	0.0	0.0	0.0	0.00041892225109999937	0.0003639234723000001	0.0002713039336	0.0013668258094200014	0.0011966021173899983	0.0007095219083000016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7619431180000004e-05	0.00011143520988000019	0.0	0.0	0.0	0.002027291885860003	0.0005354532761000001	0.0018866065800299953
UNGROUPED|g__Coprobacter.s__Coprobacter_secundus	0.00016167970713000006	0.0	0.0003390452173600009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011650805484999997	0.00011503876420999997	0.0008258843005000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031904776640000003	0.0007385926139200009	0.0005346150909000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023659849821000038	0.00019605705539	0.001658155395019997	0.0	0.0	0.0	0.0003890905528800007	0.0002592617843000004	0.0003519663593999994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007117362017799993	0.0009664209370999999	0.0007192409887200002	0.0	0.0	0.0	0.0004360572125600008	0.0022636244654	0.00043836489787999963
UNGROUPED|g__Coprococcus.s__Coprococcus_catus	0.0003366847132199996	0.0	0.0003860711781400011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024090873058000027	0.0	0.0	0.0	0.0002416626479999995	0.0	0.0	0.0002547957062400002	0.0	0.0003150571779600004	0.0004081397110600002	0.0	0.00014376823717000023	0.000787771951300001	0.0	0.0004979527553799995	0.0	0.0	0.0007632235794100005	0.0001164528787099998	0.0	0.0	0.00036756721610999965	0.0	0.0002978076296699996	0.0	0.0	0.0	0.0	0.000749957256699999	0.0	0.0	0.0	0.0	0.00026001018253000004	0.0	0.0	0.0008171917062899989	0.0006700548957900006	0.0005409070304699993	0.00019520682440999994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007922695864000012	0.0009835149621000012	0.0004732771654400001	0.0	0.0	0.0	0.0001841369108300001	0.0	0.0
UNGROUPED|g__Coprococcus.s__Coprococcus_comes	0.0014979429307600029	0.0	0.002280376119590006	0.000696925068880001	0.0	0.0014832087863199976	0.0005656633888399996	0.0	0.0015046599239199965	0.001277420974959991	0.0	0.0008803089067499997	0.0009811239141200002	0.0013878890366299985	0.0012636472599900036	0.0023682553720799997	0.00013557270827	0.0005985755272900006	0.0	0.0	0.0	0.0012786192792900012	0.0	0.0006124001860100029	0.0019901573281200045	0.0022156810112400013	0.0014303912106800021	0.0	0.0	0.0018318584057699942	0.000757421219370002	0.0	0.00044125376107	0.0012144252760299963	0.0015292863985499965	0.0	0.0014357306617099992	0.0	0.0012244554100600041	0.0	0.0	0.0	0.001980437766589998	0.001857643489249996	0.0010530968210100025	0.0008173267759399969	0.0007358684499000011	0.0009540949536199996	0.0	0.0	0.0	0.0007078783887399994	0.0008088258285100013	0.000765097969299998	0.002623467587670003	0.0	0.0003642485331200011	0.000494292292219999	0.0005328944942399993	0.00015558828172000024	0.001246243174699994	0.0013636705336799928	0.0011044123543900032	0.0015275890016700007	0.0015509991673400016	0.0009993922905899978	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Coprococcus.s__Coprococcus_comes_CAG_19	0.0002504103001699992	0.0	0.00010416335807000001	2.8492291050000023e-05	0.0	0.0002619674030700004	2.4610557680000002e-05	0.0	0.0002493877789700002	0.00010186581115000014	0.0	5.745266324000004e-05	9.622676798999988e-05	2.6454845010000026e-05	0.00014696923229999995	0.001132743640369998	3.858503880000002e-06	8.137540143000012e-05	0.0	0.0	0.0	0.00015327954088999976	0.0	5.563859434e-05	0.00021820301970000002	3.053578520000003e-05	0.0001586771309799997	0.0	0.0	0.0004109207229899996	0.0001542164028199997	0.0	7.052246310000004e-05	0.00016164228151000003	5.344881978999983e-05	0.0	9.588051184000004e-05	0.0	9.359159655000012e-05	0.0	0.0	0.0	0.00011669151207999993	0.00014761564404000015	4.795348613e-05	7.55929320500001e-05	2.289486411999998e-05	8.33071518699998e-05	0.0	0.0	0.0	2.3954037750000006e-05	4.016575317999997e-05	9.250555743999999e-05	0.0012689258501000014	0.0	3.5611903219999995e-05	2.2195969440000003e-05	1.7293186069999986e-05	5.598073300000001e-06	5.236078828999998e-05	0.00014682933761	8.615579522000002e-05	2.674796964e-05	1.6310428270000004e-05	0.00011650799786999987	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Coprococcus.s__Coprococcus_eutactus	0.0015263472323199974	0.0007259776862900009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020087965259300033	0.001979588965360006	0.0016148497256999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016004145033260017	0.014524264116159992	0.006070318467159999	0.0014987363325699983	0.001222028720679999	0.0008795522116800003	0.0	0.0	0.0	0.0	0.0	0.0011240615324499986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002097679142919996	0.0020805845275800004	0.003948654872839998	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Coprococcus.s__Coprococcus_eutactus_CAG_665	6.256267560000006e-05	2.8739649710000024e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001256480098	7.797049138e-05	8.994340388999982e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014926614958700013	0.00132690887749	0.0005376922176399994	0.0008373527037499976	0.0005674431871800002	0.00012042792290000004	0.0	0.0	0.0	0.0	0.0	5.862796936000002e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.539572393000007e-05	8.483527482999995e-05	0.0004575165192399997	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Desulfovibrio.s__Desulfovibrio_fairfieldensis	0.0012547412000000046	0.005166464415000001	0.0014752658657000016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Desulfovibrio.s__Desulfovibrio_piger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012959044769500021	0.001742371569150003	0.00042942760920000014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004521050300399993	0.003818639995399991	0.0026818657125999997	0.0043721649731999915	0.0029344815022999985	0.0022597900671000063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0047368104999999895	0.004718914091800009	0.003343366967200004	0.0	0.0	0.0	0.0	0.0	0.0	0.0019472371482999991	0.001951474052199996	0.0011172482029000027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017087969290000007	0.003099038712400003	0.002538978633699991	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Desulfovibrionaceae_unclassified.s__Desulfovibrionaceae_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008133918033000009	0.0004328901841000001	0.0009202870654999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022235668259999993	0.00028347799510000063	0.0005004730184999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.892005339999994e-05	0.00010735344227999995	0.00038336593721999946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001932297713299998	0.002589673132099997	0.001700191005900002	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Dialister.s__Dialister_invisus	0.0	0.0	0.0003664175614600002	0.0	0.0	0.0	0.0010509508605999983	0.0	0.0	0.0063445464114000065	0.0	0.002937631548099999	0.0	0.0	0.0	0.002904341665100007	0.0	0.002766431829299992	0.0	0.0	0.0	0.026757405068599974	0.0	0.007659598150289986	0.0	0.0	0.0	0.0	0.0	0.0	0.01205791889979999	0.0	0.005357452186399997	0.014327575192799978	0.0	0.004355855079999998	0.0046396419621999975	0.0	0.010651038654600004	0.004432361184099999	0.0008756325796999997	0.0	0.0	0.0	0.0	0.0005042167561899994	0.00029615141850000004	0.002106259450900005	0.0	0.0	0.0	0.0	0.0	0.0	0.024102233075000003	0.0	0.009887864827070004	0.015490807490400006	0.0	0.005341526132200006	0.0	0.0	0.0	0.0	0.0	0.0	0.0027556660579000024	0.005282114407100003	0.0058672571292499994	0.0	0.0	0.0
UNGROUPED|g__Dialister.s__Dialister_invisus_CAG_218	0.0	0.0	0.0002649971733600002	0.0	0.0	0.0	0.0007139099666000008	0.0	0.0	0.005493198412199996	0.0	0.0024182120214999996	0.0	0.0	0.0	0.0020605099992999994	0.0	0.001992683600000003	0.0	0.0	0.0	0.019970141189800027	0.0	0.005699074302300001	0.0	0.0	0.0	0.0	0.0	0.0	0.009131342118000003	0.0	0.0040379752001200005	0.010109684847099993	0.0	0.0031300528092399996	0.0034384148677	0.0	0.007897201903900003	0.003307429022139995	0.000671174276600001	0.0	0.0	0.0	0.0	0.00036869135812	0.00021137036402000007	0.001548512382099999	0.0	0.0	0.0	0.0	0.0	0.0	0.018572275295700002	0.0	0.00831616657179	0.013809460814200026	0.0	0.0047154015017000055	0.0	0.0	0.0	0.0	0.0	0.0	0.0024424534953000044	0.004750241033679991	0.005179006889900011	0.0	0.0	0.0
UNGROUPED|g__Dialister.s__Dialister_pneumosintes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8265835399999993e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Dialister.s__Dialister_sp_CAG_357	0.0016100590929999986	0.0	0.0	0.004659652754000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004921180500000012	0.0	0.012048851170999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Dielma.s__Dielma_fastidiosa	0.0005401617602000002	0.0	1.476185463e-05	1.5327789800000005e-05	0.0	0.0	8.474616799999998e-06	0.0	6.596995492000008e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.588503619999996e-06	0.0	0.0	0.0	0.0003122453917999999	1.9364482920000006e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.967230859999998e-05	0.0001436052584000003	7.380781329999997e-05	0.00023229456392999975	0.0	0.0	0.0	0.0	3.820457133e-05	0.0005866945698500005	0.0	0.0	0.0	2.2105862780000007e-05	7.053470919999998e-06	2.0384494599999998e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.933607600000002e-06	0.0	0.0	0.0	8.254781802999993e-05	0.0	0.0	0.0	0.0	1.4157745440000016e-05	6.642068249999997e-05	0.0	0.0	0.0	0.0
UNGROUPED|g__Dorea.s__Dorea_formicigenerans	0.0016804467624199988	0.0	0.0	0.0	0.0	0.0014288358499499993	0.0	0.0	0.0	0.0014711794965899944	0.0	0.00116074522812	0.0012534418323500035	0.0020362466956999957	0.0015133874228400047	0.0010169530363300012	0.0	0.0006827813356200013	0.0009153844162199995	0.0	0.0008936576377199992	0.0012886467098999978	0.0	0.0006467637525799964	0.002673221493209985	0.0036197533623099987	0.0019990277078200027	0.0	0.0	0.0023489667113000003	0.0006546686909700011	0.0	0.0	0.0013404970282100011	0.0	0.0	0.0023270086082000058	0.0	0.0017952522978999996	0.0032818717595500045	0.004611692153299993	0.0014769994384700015	0.0029592931840399955	0.0026805860628200053	0.0017351739978699995	0.0010167847575899996	0.0009225124959600013	0.0010927387097300005	0.0027225153437900017	0.002251345161269989	0.0027508400812999998	0.0014814122692099994	0.0	0.0009935069082699962	0.000596641064039999	0.0	0.0	0.0009684521119199996	0.0	0.0002483654574600003	0.0016241610717099952	0.002045974972869989	0.001437829214240003	0.0023083416021400086	0.002861390781060018	0.0014963608963500018	0.0003911104690500001	0.0008412318337400007	0.00042580404728000034	0.0008230594760100028	0.0	0.0
