uniref	P10E0	P10E7	P10E90	P11E0	P11E7	P11E90	P12E0	P12E7	P12E90	P13E0	P13E7	P13E90	P14E0	P14E7	P14E90	P15E0	P15E7	P15E90	P17E0	P17E7	P17E90	P18E0	P18E7	P18E90	P19E0	P19E7	P19E90	P1E0	P1E7	P1E90	P20E0	P20E7	P20E90	P21E0	P21E7	P21E90	P22E0	P22E7	P22E90	P23C0	P23C7	P23C90	P25C0	P25C7	P25C90	P2E0	P2E7	P2E90	P38C0	P38C7	P38C90	P3E0	P3E7	P3E90	P4E0	P4E7	P4E90	P5E0	P5E7	P5E90	P6C0	P6C7	P6C90	P7C0	P7C7	P7C90	P8C0	P8C7	P8C90	P9E0	P9E7	P9E90
UNMAPPED	0.238647	0.1639	0.189062	0.151601	0.160562	0.17241	0.146473	0.130616	0.146028	0.258411	0.230904	0.259048	0.367958	0.400418	0.274898	0.335536	0.242443	0.212873	0.245733	0.196318	0.170932	0.168612	0.172957	0.166723	0.297914	0.313891	0.266305	0.308132	0.29239	0.414292	0.142895	0.127454	0.138079	0.190007	0.151724	0.237579	0.219523	0.162026	0.175164	0.224655	0.271373	0.174558	0.205547	0.184776	0.186591	0.206952	0.190095	0.358501	0.205063	0.232049	0.187229	0.227202	0.187586	0.314535	0.239063	0.232887	0.29463	0.161745	0.142023	0.28258	0.22535	0.248192	0.347617	0.315551	0.369088	0.441687	0.278743	0.259472	0.174429	0.189408	0.131809	0.163984
UNGROUPED	0.7593172268885316	0.8330357948433748	0.8087351960131497	0.8453052208105635	0.8357968120831227	0.8247963280218283	0.8495297096752822	0.8655064084521478	0.8502640529253528	0.7398224696373598	0.7655779991613896	0.7381404820821786	0.6291528535430805	0.5975304353421705	0.722576089048337	0.6626114645017435	0.7551415498616654	0.7852177979179911	0.752326968845032	0.8011116118125212	0.8267438520204499	0.8299550157107525	0.8250903021912049	0.8315994293760571	0.7008458587797545	0.6849541529227272	0.7303237714434605	0.6909911412322353	0.7067687938163195	0.5849785974383698	0.8548132989113859	0.8701380194374804	0.8599209425773545	0.8069175753894591	0.8447392824223167	0.7609014895824985	0.7780675870819432	0.8347523654374862	0.8219328137499066	0.7737163459470726	0.7276002521729146	0.823429815112084	0.7919252783069247	0.8128700799393193	0.8109250809085508	0.7908669826291541	0.8074700475723462	0.6401232844548698	0.7928862043754735	0.7658610278645475	0.8100723630842334	0.770561566485687	0.8094298943774454	0.6833872579436591	0.7540179894448983	0.7612014669355703	0.7030983400319267	0.8351539181480636	0.8546020523718628	0.7150331755817237	0.7728503102459359	0.7497458882666268	0.6507315665526501	0.6823354503314358	0.6294071078689149	0.5566597548255411	0.7182293975014569	0.7375790172907043	0.822209816967965	0.8081914904217136	0.8645427051427768	0.8335007680895165
UNGROUPED|g__Absiella.s__Absiella_dolichum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035934323160999955	0.0	0.0	0.0	0.0	6.447569697000006e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Acidaminococcus.s__Acidaminococcus_intestini	0.0	0.0	0.0	0.003433604080900005	0.0	0.009874071625000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015407379652999996	0.0004583725626000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Acidaminococcus.s__Acidaminococcus_intestini_CAG_325	0.0	0.0	0.0	0.0029141001659999995	0.0	0.008110504327999988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.682384663e-05	0.0003040097109000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Actinomyces.s__Actinomyces_odontolyticus	0.0001001712467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Actinomyces.s__Actinomyces_sp_HPA0247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.463758920000001e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Actinomyces.s__Actinomyces_sp_S6_Spd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3666122699999998e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1713881699999987e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Agathobaculum.s__Agathobaculum_butyriciproducens	0.0007386861238999982	0.0	0.0	0.00031843817190000003	0.0	0.0004984446613800005	0.0002717322809000004	0.0	0.0	0.0006677954420999991	0.0	0.00048801739969999965	0.0008696951027999994	0.0	0.0012892562742999965	0.00029159155149999976	0.0	0.00030225917410000024	0.0002759154528600001	0.0002528630228999998	0.0002993543799600002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011359514388	0.0	0.0003992459575900008	0.0	0.0002549289724399998	0.0	0.0	0.0	0.0006019822245999992	0.0	0.0005291458333399993	0.0007163153261200009	0.0	0.00025831065229	0.0011857836213000014	0.0015204449675299992	0.0006634666664399988	0.0008238981232700001	0.0006420477126999998	0.0005588101628800008	0.0005318333320000017	0.0006259060486999993	0.003582328293200003	0.0005297555006999985	0.0	0.0	0.00033673582436	0.0	5.817684513000005e-05	0.0003698102636600007	0.00036699418372000144	8.288421848000006e-05	0.0016887935501999967	0.004416933136099998	0.0008505487368000008	0.0017589730121000005	0.002208870980200002	0.0013490971347999993	0.0002761132681199998	0.0003559199380200003	0.00028033446577999956	0.0005004306443000005	0.00014162501059999992	0.0006558056970500006
UNGROUPED|g__Akkermansia.s__Akkermansia_muciniphila	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003773988284699997	0.0	0.0008631302779999991	0.0	0.0	0.0	0.0	0.007528377512790006	0.0	0.0	0.0	0.009972015515839983	0.02176987734204005	0.0	0.0	0.043559224525340064	0.03336567294458009	0.023009593790569927	0.042146874287400056	0.04344519748939989	0.015571497703900001	0.0	0.0	0.0	0.02278800579050996	0.01521592430689001	0.13880031875733978	0.0	0.0	0.0	0.0011967489719000013	0.003103452356370001	0.0	0.0017879879971000035	0.00011563942255000004	0.011798565628299982	0.0013495074051900033	0.0018882226256000062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020495096518799985	0.0	0.0	0.0	0.0	0.0	0.0	0.0011026781080999987	0.012327655270499999	0.01904268599293002	0.015893495729999985	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Alistipes.s__Alistipes_finegoldii	0.023181315589749993	0.011083756428000016	0.017883635406630023	0.01796147099920001	0.004246256721679998	0.007908223960569997	0.0	0.0	0.0	0.004588786977989985	0.0037067085818500113	0.01341485553621999	0.0029564476290499936	0.002527389413700003	0.004251051132880011	0.004372809080800003	0.001384380930729998	0.006135734238670009	0.1294417625855199	0.016558673690099945	0.04794450598859995	0.012161457498180015	0.0048912250331200014	0.01881793831739992	0.00854670712720997	0.015638331388019948	0.011468151523720027	0.009148730810599952	0.011311092215199993	0.011514755656899982	0.0	0.0	0.0	0.0	0.0	0.0	0.005923548288499999	0.005152675498060012	0.0036871196753799997	0.040943174219299765	0.03143090799850005	0.06693788386000005	0.0	0.0	0.0	0.0035565105925800047	0.003682496621640001	0.004293023693970006	0.004669901503569998	0.009188246964549972	0.005601474936650002	0.01815833743079998	0.013516386913369996	0.00925704101796001	0.0	0.0	0.0	0.02450210846789998	0.01733567104653995	0.004495679597680008	0.02281300425303001	0.028537394796699946	0.01957357795744	0.010487654476840034	0.00926613694337002	0.007721119042570033	0.0	0.0	0.0	0.004561026255799997	0.0025388177510999956	0.005323620129799991
UNGROUPED|g__Alistipes.s__Alistipes_indistinctus	0.0	0.00038111199600000036	9.133738089999992e-05	7.308053789999994e-05	0.0004494746977000001	7.079330880000001e-05	0.0	0.0	0.0	0.0001751696220000002	8.752742110000002e-05	0.00015258923889999987	0.0019401367109999996	0.0028691491540000034	0.0032909973919999984	0.0	8.994039100000004e-06	5.835169039999997e-05	9.763763299999996e-05	2.4331719799999998e-05	0.00014588818709999996	0.00044532711489999845	0.00013243204410000022	0.0001814267018999998	6.653630689000001e-05	4.857122889999999e-05	0.0001517590167999998	8.153613529999998e-05	0.00012724045829999996	0.00033154475580000014	0.0	0.0	0.0	0.0	0.0	0.0	0.0006248724153999986	0.0006488778579000009	0.0009273141539999998	0.0007780684113000016	0.0011439986940999962	0.0009496094979999987	0.0	0.0	0.0	0.00012471721160000005	6.203508489999994e-05	0.0004992860220999994	0.0002114407774000001	0.0005735707765999994	0.00010213499489999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.300671500000004e-05	3.345779839999999e-05	5.677637869999998e-05	0.0004894579593	0.00033719190640000044	0.0005495578984999993	0.0	0.0	0.0
UNGROUPED|g__Alistipes.s__Alistipes_onderdonkii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0041677166189799985	0.0022660953026099957	0.008612015183110003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004567539120129993	0.004992808798260006	0.007286674397899989	0.0029712167730799968	0.006316047809149986	0.0023203663790800017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0051159325902300065	0.004225768394060006	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Alistipes.s__Alistipes_putredinis	0.016981872335700022	0.008496270769199982	0.015235901984840022	0.0298821948451001	0.01802474717408997	0.006272463076690003	0.0	0.0	0.0	0.020387207243300013	0.016150499040699953	0.02260861081820001	0.0025480415789099933	0.0015723722119599971	0.0031425809650500007	0.007478695563410007	0.003556208735750001	0.0020985126876799974	0.02416469559997001	0.00854634557949998	0.035554235581399966	0.0010815730970900003	0.0	0.001448013054769997	0.0049124942721199966	0.004963907254280001	0.009566220252510006	0.012005029380399983	0.014606158603699963	0.01504897075549999	0.0	0.0	0.0	0.006104925500460007	0.012769723600250011	0.0015277428400600026	0.014411111959550011	0.022999773465619985	0.010314617514510016	0.03934704741924995	0.01881108345039999	0.03177270805042999	0.0170259150043	0.011771561883539993	0.018837633944600023	0.02836098976726003	0.02194442535507003	0.029274209491999967	0.02480772190996997	0.036223579902100046	0.019947201144879974	0.0	0.0	0.0	0.0	0.0	0.0	0.028106904943500054	0.017769459325700013	0.007058429712910005	0.0155858577343	0.01749084707061002	0.014634343072060019	0.03478645940322006	0.03907389143734006	0.02231471067129006	0.02074117999840002	0.01824530677239003	0.026870776212700013	0.028063800757899948	0.028170749522089977	0.029122093875410017
UNGROUPED|g__Alistipes.s__Alistipes_putredinis_CAG_67	0.009080780110100002	0.007271192783700003	0.00781165828209999	0.031068350886499996	0.019666258252989954	0.005638293239139992	0.0	0.0	0.0	0.007218326523799995	0.005748808075510005	0.008039472187489998	0.0009552952481600004	0.0005685074592300007	0.0011161045540000018	0.002766735853580001	0.0009724412770100009	0.0002462522062400002	0.009778110480599997	0.004079517321999996	0.016147583306080005	0.00024907353735000005	0.0	0.0002626187606199999	0.002368436778719999	0.0023883244104899986	0.004919057488919998	0.007434053696599993	0.008370653852800003	0.009064098208299993	0.0	0.0	0.0	0.002300614383589995	0.005468916920130007	0.0003771123390500007	0.007930517603399979	0.012821548937850008	0.005488223217770008	0.014499053396810008	0.006407245674459996	0.010852430808630017	0.016313385593399995	0.010893532772420009	0.017232603710929977	0.011564133684460017	0.009107428748300004	0.011407031653200008	0.011253128688499982	0.017152231760400014	0.009283364826799988	0.0	0.0	0.0	0.0	0.0	0.0	0.026181018186799947	0.016248083410299978	0.006462542314999989	0.015695935676099955	0.01734910589191998	0.01608069509320003	0.01580403632823999	0.017284576526339957	0.010201124510699985	0.009333906635960012	0.008277954694960009	0.012031930669399993	0.013931458762900011	0.014438531449500008	0.014039928546400019
UNGROUPED|g__Alistipes.s__Alistipes_sp_An31A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10184888366749993	0.025730501202000034	0.019503056418599944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Alistipes.s__Alistipes_sp_An66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001537990647849998	0.001172385218990002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Alistipes.s__Alistipes_timonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005174545454500004	0.0	0.0046785437037000065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Anaeromassilibacillus.s__Anaeromassilibacillus_sp_An250	0.0	0.0	0.0	0.0	0.0	0.0002578534428200004	0.0003132623604500003	0.0	0.0	0.0006809971271000006	0.0	0.0	0.0	0.00034059117186000074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007357750229500015	0.0013141492700499988	0.0	0.003182286854100005	0.002553311996700006	0.0015245748309499962	0.0	0.0	0.00037223343944000004	0.0	0.0	0.0	0.0006312660231000003	0.0	0.00034677807739999966	0.0012022659893999989	0.0019184464352000037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008673580882000009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003599132441600005
UNGROUPED|g__Anaerostipes.s__Anaerostipes_caccae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035133661814000007	0.00021477569184000047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Anaerostipes.s__Anaerostipes_hadrus	0.0003643543132099999	0.0	0.000978369237049996	0.0	0.0	0.00036886938867999945	0.00021605360714000007	0.0	0.0008422558445299973	0.0003373861908999994	0.0	0.0003340418970800005	0.0	0.0	0.00022532297632	0.00022237817150999972	0.0	0.00036112905672	0.0002308279481999999	0.0	0.00025175866686	0.0006966956645599963	0.0	0.0004522605589999997	0.0005775299633900009	0.0	0.0	0.0	0.0	0.00045289388350999965	0.0012472471899900022	0.0	0.0004894707234299989	0.0	0.0	0.0	0.0003072633797600003	0.0	0.0003548875608799996	0.0012157524949100013	0.0016665817373699902	0.0005029679846099992	0.0011675951287599988	0.0021187472725799957	0.0005692537682099998	0.0003498393138500007	0.00016878969159999992	0.00041841270795000033	0.0006224297922699999	0.00044066555385999977	0.0009194783536899969	0.0005767675390099999	0.0	0.0002710625682199999	0.0	0.0	0.0001233557300700001	0.00045981319448000013	0.0	0.0	0.00042854936842999915	0.0009982712057400023	0.00047225668997000024	0.0	0.0	0.0002556645401500003	0.0003820557695199996	0.00046388946056999966	0.00012125005764999996	0.0005326692523699998	0.0	0.0007036338755300013
UNGROUPED|g__Anaerotignum.s__Anaerotignum_lactatifermentans	0.0008520151802700008	0.0	0.0	0.0	0.0	0.0	0.0011935360119099993	0.0012309330827799986	0.0007157810811799998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005680621408699994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021847752722000007	0.00048643266828999986	0.0	0.0	0.0	0.0
UNGROUPED|g__Anaerotruncus.s__Anaerotruncus_colihominis	0.002153917651370005	0.0	0.0020523899840100006	0.0	0.0	0.0	0.001788542297299998	0.0	0.001978775850870001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007134534211199995	0.0012989755150700048	0.0	0.0014389903669000026	0.002823002358810005	0.0005100673053799992	0.0011147952800099994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003690665274979993	0.002817892067180008	0.0013237187609099926	0.0028492142857600047	0.003953938513039997	0.0	0.0024660118178899946	0.005940472071690001	0.005751237204269989	0.0022099032524000133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002341379159479999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0060900079604599994	0.004252442887800007	0.002375084370309997	0.0	0.0	0.0	0.0006691735270800023	0.0009922583887900026	0.0006133287703199986	0.0	0.0	0.001381037148210001
UNGROUPED|g__Anaerotruncus.s__Anaerotruncus_sp_CAG_528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007403642327599991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Bacteroides.s__Bacteroides_caccae	0.019382932511619946	0.025921954741099946	0.03144260757797993	0.013350924550100063	0.010502407271699992	0.01383088254481006	0.0	0.0	0.0	0.014108807479949984	0.023449011781229916	0.016357099301129992	0.007953776772850007	0.013998116893610033	0.008682601309630025	0.008095129906910017	0.013157446901489941	0.010748234896939995	0.018361153446760068	0.02208221428905004	0.025206296485210056	0.010517626146110015	0.028075820604880033	0.029770017905469983	0.011101190459989963	0.007255778019080004	0.010740731309749991	0.00528286661582002	0.006262858262200002	0.007281505633869997	0.0	0.0	0.0	0.0	0.0	0.0	0.009715502557619958	0.0	0.01478825048555003	0.0	0.0	0.0	0.0	0.0	0.0	0.015615747540360008	0.015190470791479985	0.014636291048379982	0.01219340484801996	0.010405091123900022	0.015629762074730078	0.030592389931189984	0.04311125264732998	0.026583143638660028	0.0	0.0	0.0	0.0	0.0	0.038444306563019885	0.023360391238469932	0.03154248679123999	0.015633530681229975	0.006991655361640001	0.003949942965960013	0.007127629942469994	0.0	0.0	0.0	0.01879689707973001	0.038057663915300334	0.02405648111741998
UNGROUPED|g__Bacteroides.s__Bacteroides_cellulosilyticus	0.0	0.0	0.0	0.010548180240240061	0.00894653053025996	0.011508442735029973	0.0	0.0	0.0	0.01859446716553999	0.015573583798000003	0.03605466947378997	0.0	0.0013012057826899993	0.0	0.009757607468070029	0.00816794925941999	0.013019146320949951	0.0	0.0	0.0	0.02827858259403014	0.12173552100254002	0.03974151436775994	0.0	0.0	0.0	0.005762993221650014	0.013091227622600001	0.02711072104663997	0.0	0.0	0.0	0.0	0.0	0.0	0.025699129366800112	0.11636201669501003	0.029662498822809812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02186870488931002	0.01714014499210997	0.025885279267329978	0.0	0.0	0.0	0.0	0.0	0.0	0.06467118647867019	0.03989890598315007	0.0074429548353400375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006715928773599998	0.0	0.006145329657930028
UNGROUPED|g__Bacteroides.s__Bacteroides_clarus	0.013156469925750007	0.004809128698309997	0.010603419223730008	0.0	0.0	0.0	0.0	0.0	0.0	0.009046921153939982	0.011803017439720008	0.005458903348269989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021674329789599985	0.0026300735650600076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004790499305100007	0.005531573005089994	0.004900261290740005	0.011989694990249973	0.005821410427859983	0.010992336239360006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009957395923110023	0.015507969469639993	0.007622567307449984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Bacteroides.s__Bacteroides_coprocola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057616118215230015	0.06206875580290002	0.02344782773713989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045035889418209976	0.035215441072700006	0.03914457542229983
UNGROUPED|g__Bacteroides.s__Bacteroides_coprocola_CAG_162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04856257148959998	0.0522102107005	0.019238461608099985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05240299126779987	0.03284042380560001	0.04408416036900007
UNGROUPED|g__Bacteroides.s__Bacteroides_coprophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011093497126799974	0.0	0.02840971496393992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Bacteroides.s__Bacteroides_coprophilus_CAG_333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00425783491650001	0.0	0.013108117880599991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
